,alpha,n_dim,n_cals,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg,runtime_1std
0,0.1,2,30,100,0.92002,0.04004693710781351,0.6606862134613123,0.10167727811644359,2.3234106992312635,0.0007900047302246094,0.00040937770501305395
1,0.1,2,50,100,0.9105199999999999,0.038484020034032285,0.6249709326506763,0.0811234243552997,2.1914310738445013,0.000967862606048584,0.0003504268107944535
2,0.1,2,100,100,0.9076000000000001,0.029632087440148495,0.607672468034228,0.06389587431740415,2.1097682844251135,0.0012296915054321289,0.00041885726991736967
3,0.1,2,300,100,0.9003600000000002,0.01810269247232232,0.5863290361462433,0.03541126136953981,2.017887927923989,0.0017564153671264647,0.0005007648415329109
4,0.1,2,500,100,0.9,0.013712782505400003,0.5843394492624677,0.02549638129385086,2.004544070969299,0.002206246852874756,0.00047710954835174165
5,0.1,4,30,100,0.9218599999999999,0.0398525109154069,1.5915387956489757,0.17139101406729534,2.9193822102154203,0.0017101263999938965,0.00047685246165480195
6,0.1,4,50,100,0.91386,0.0318319514216947,1.5076272776519741,0.12992534237162676,2.7077166996579116,0.001971757411956787,0.00041477053378988405
7,0.1,4,100,100,0.9135999999999999,0.020624590598936433,1.462520331251217,0.09097472933028913,2.523404127094449,0.0022400259971618653,0.0004214325732720168
8,0.1,4,300,100,0.9032799999999999,0.014451646999913238,1.4038256129814848,0.054981195002939375,2.362244057231552,0.0035245609283447265,0.0005588061067588447
9,0.1,4,500,100,0.90288,0.010360453170541822,1.3986917566825912,0.042056685956054066,2.3242642420786144,0.0046959853172302245,0.0006542216569591538
10,0.1,10,30,100,0.93482,0.052689366032713764,4.900927274065764,0.46414485252520143,3.9599235764311507,0.00471588134765625,0.0005716238339083119
11,0.1,10,50,100,0.9068600000000001,0.045734636433418484,4.424816708635529,0.2925717662429694,3.365845845143702,0.005472607612609863,0.0005209183165302412
12,0.1,10,100,100,0.9051200000000003,0.036224128350416857,4.271138843134991,0.22121583744822895,3.0699742203183353,0.006830441951751709,0.0006268502460545837
13,0.1,10,300,100,0.90136,0.021257212679678665,4.15695110624097,0.10619736007884147,2.8144082324577213,0.010846765041351318,0.0009413531802865571
14,0.1,10,500,100,0.8995800000000002,0.019793468976948298,4.116962209737602,0.0906920571238305,2.733490730900182,0.014326097965240479,0.0010366163881130065
