,alpha,n_dim,n_cals,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg,runtime_1std
0,0.1,2,30,100,0.93868,0.06418421719841831,51.272690937902254,24.35496680122966,9.151252525261455,0.00032989978790283204,0.00047244687627679945
1,0.1,2,50,100,0.91854,0.059356723343363595,39.15547791751329,12.981956870438975,8.454568275842183,0.00020029067993164063,0.0004026142458088135
2,0.1,2,100,100,0.9046200000000002,0.04094509257604146,33.07359755704513,7.1656913809688225,7.950042152304979,0.0002912330627441406,0.00045865477260517983
3,0.1,2,300,100,0.90414,0.025305016071598112,31.47222152415551,3.577869030882685,7.8997042872772445,0.00021998405456542968,0.00041631648264556513
4,0.1,2,500,100,0.9015400000000002,0.020952770362378966,30.96502718862483,2.391018820378881,7.928392133274622,0.000390162467956543,0.0004904275907939277
5,0.1,2,1000,100,0.9013600000000003,0.015590414045207729,30.7199935636392,1.6591269989172377,7.815312217203738,0.00038019418716430666,0.0004880954973931553
6,0.1,10,30,100,0.93024,0.06492903974355545,2767817345533002.0,8408257430348741.0,75.19044410593149,0.00035007953643798826,0.0004794998137463358
7,0.1,10,50,100,0.9200000000000002,0.051966578226060364,665501378122998.6,2399646476227788.5,62.48309312652523,0.0002809309959411621,0.0004528180242638531
8,0.1,10,100,100,0.90952,0.03537861021303777,105137472108405.98,139705517268231.95,56.761994306461744,0.0003209257125854492,0.00047022299357526916
9,0.1,10,300,100,0.90386,0.027790347862943973,60361061471925.18,23634882480164.37,51.9113554129302,0.00037066936492919923,0.0004861392540344895
10,0.1,10,500,100,0.9025400000000003,0.023463455358785877,52552982338061.37,16701687352762.902,51.96303832853708,0.00043121337890625,0.0004990080322039036
11,0.1,10,1000,100,0.90472,0.01681874855719959,50529174422245.08,8456645991733.581,51.93275573710651,0.0006708621978759766,0.0004942221673851429
