,alpha,n_dim,n_cals,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg,runtime_1std
0,0.1,2,30,100,0.9046400000000002,0.04320950138685946,47.87276808045752,12.671328229324859,6.7917382247386975,3.0028820037841798e-05,0.0001716159194659915
1,0.1,2,50,100,0.89286,0.04998525439132681,45.47345110751555,11.684391381966622,6.659915144580603,1.9919872283935546e-05,0.00014014268987815748
2,0.1,2,100,100,0.90522,0.02756061455678148,46.33971162616492,7.361881354884102,6.808446973234877,6.995201110839843e-05,0.00025626172301628224
3,0.1,2,300,100,0.89784,0.023747289053147477,44.56165316928704,4.847842494782472,6.628557815690456,8.989572525024414e-05,0.0002872965560002906
4,0.1,2,500,100,0.8944199999999998,0.016666169689560122,43.850636146507966,3.0950859468717025,6.625249928406934,3.0009746551513673e-05,0.0001715023162494674
5,0.1,2,1000,100,0.89512,0.014256864375387113,43.74662808662259,2.0113035616459887,6.616815926471599,0.00011973381042480468,0.00032588829550173575
6,0.1,10,30,100,0.9156800000000002,0.04609846291177485,2.1911248006827216e+16,3.841268043366166e+16,39.865427063464,6.0019493103027346e-05,0.0002387608797551284
7,0.1,10,50,100,0.8963800000000001,0.045242953578262864,1.0053491228574124e+16,8848106551914453.0,38.38484431225922,8.990287780761718e-05,0.00028731665730209104
8,0.1,10,100,100,0.91452,0.02788087212235353,1.094547623149293e+16,7409463263972933.0,39.3409384831123,5.018472671508789e-05,0.00021985329655301172
9,0.1,10,300,100,0.90546,0.022970961027023895,8827815163186025.0,3629087682710953.5,38.95347082854617,3.000497817993164e-05,0.00017147507112701428
10,0.1,10,500,100,0.9096800000000002,0.01863573194297732,8866749347617947.0,2749851876630402.0,39.09914060529734,6.052494049072266e-05,0.0002407958619331691
11,0.1,10,1000,100,0.9094,0.015142421513513925,8424539849917503.0,1330594878027035.2,39.123359646198985,5.98907470703125e-05,0.00023825016238493944
