,alpha,n_dim,n_scores,coverage_vol,coverage_cal,coverage_test,runtime
0,0.2,2,50,141.44280723665216,0.831,0.8043999999999997,0.002097165584564209
1,0.2,2,60,146.40911045064513,0.8253333333333334,0.8140000000000001,0.00212230920791626
2,0.2,2,70,140.12441470558096,0.8202857142857147,0.8087142857142855,0.0022223544120788573
3,0.2,2,80,138.6110632524052,0.8177500000000005,0.8058749999999995,0.002342379093170166
4,0.2,2,90,137.45588907920575,0.8143333333333339,0.8055555555555552,0.002471771240234375
5,0.2,2,100,136.62821817630797,0.8135000000000006,0.7963000000000001,0.002521951198577881
6,0.2,2,110,137.04850311501085,0.8125454545454555,0.796181818181818,0.0026297712326049803
7,0.2,2,120,134.65387537718053,0.8110833333333332,0.7936666666666666,0.0026701927185058595
8,0.2,2,130,133.17636367569307,0.8105384615384612,0.8055384615384614,0.0027278161048889162
9,0.2,2,140,133.55654155237175,0.8100714285714298,0.798214285714286,0.0027945613861083984
10,0.2,2,150,135.94942905373867,0.8092,0.8001333333333335,0.0028365159034729
11,0.2,2,160,133.5685692261608,0.8085625000000002,0.7994999999999999,0.002983112335205078
12,0.2,2,170,135.13079511063478,0.8080588235294124,0.8027647058823533,0.0031012940406799317
13,0.2,2,180,135.92389114610134,0.8078333333333343,0.8012222222222225,0.0031233620643615722
14,0.2,2,190,133.54861080975007,0.8071052631578951,0.800157894736842,0.003198897838592529
15,0.2,2,200,134.5449436638562,0.8066500000000012,0.7967,0.0032824444770812988
16,0.2,2,210,132.8054619042571,0.8060952380952376,0.801047619047619,0.0033120107650756836
17,0.2,2,220,132.77679079372604,0.8059545454545451,0.8000454545454544,0.0034171247482299803
18,0.2,2,230,134.32173639604747,0.8057826086956504,0.8017391304347822,0.0034414124488830566
19,0.2,2,240,135.44619497211457,0.8054999999999994,0.8072916666666665,0.0035451793670654296
20,0.2,2,250,132.56997709636008,0.8052000000000009,0.7988400000000004,0.0036530256271362304
21,0.2,2,260,132.22600208406047,0.8051153846153838,0.802423076923077,0.0037061023712158204
22,0.2,2,270,131.84769961034416,0.8050370370370377,0.7949629629629631,0.003758218288421631
23,0.2,2,280,131.91911881860574,0.8048214285714295,0.800607142857143,0.0038180255889892576
24,0.2,2,290,134.40914815382007,0.8044137931034473,0.8022068965517245,0.0039893221855163575
